client_id,project_title,version,status,document_url,signature_status,scope_of_work,fee_structure,total_fee,total_fee_with_gst,sent_date,signed_date,expiry_date,ai_tags,id,created_date,updated_date,created_by_id,created_by,is_sample
"689115a406fec7e46125584c","Latest Project (Copy)","1.0","signed","","fully_executed","• Provide civil construction monitoring service to allow provision of a PS4
• Undertake detailed topographic survey of existing site to inform design levels
• Civil engineering design of landform, pavement, and three-waters services
• Undertake detailed topographic survey of existing site to inform design levels and site constraints.
• Provide civil construction monitoring service to allow provision of a PS4 at the completion of works. This item is provisional, depending on Building Consent conditions.","[{""description"":""New project"",""cost"":900,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":5,""rate"":180,""cost"":900}]}]","900","1035","","2025-08-07","","[]","68940d3fad6e9db59aa9ead6","2025-08-07T02:19:43.309000","2025-08-07T02:20:16.368000","6893ff3a79567fab879048a7","mitchellhales@gmail.com",""
"6893f315d71b8682f6a6d205","Mike Stott Holdings Project","1.0","draft","","pending","To be defined","[]","","","","","","[]","68941aa9e07f4aa090ee01b5","2025-08-07T03:16:57.300000","2025-08-07T03:16:57.300000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689400a743e49adfb2f18de9","Mike Stott Holdings Project","1.0","signed","","client_signed","• Provide civil construction monitoring service to allow provision of a PS4
• Undertake detailed topographic survey of existing site to inform design levels
• Civil engineering design of landform, pavement, and three-waters services
• Undertake detailed topographic survey of existing site to inform design levels and site constraints.
• Provide civil construction monitoring service to allow provision of a PS4 at the completion of works. This item is provisional, depending on Building Consent conditions.","[{""description"":""Admin"",""cost"":800,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""graduate"",""hours"":5,""rate"":160,""cost"":800}]}]","800","920","","2025-08-07","","[]","68941d5679567fab8791252c","2025-08-07T03:28:22.581000","2025-08-07T03:54:29.612000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584b","Emily Place subdivision","1.0","signed","","client_signed","• Provide civil construction monitoring service to allow provision of a PS4
• Undertake detailed topographic survey of existing site to inform design levels","[{""description"":""sfw"",""cost"":720,""time_estimate"":""4 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":4,""rate"":180,""cost"":720}]}]","720","828","","2025-08-07","","[]","68942049be342e5c7bb99d6b","2025-08-07T03:40:57.785000","2025-08-07T04:07:37.984000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689400a743e49adfb2f18de9","Mike Stott Holdings Project","1.0","signed","","client_signed","• Provide civil construction monitoring service to allow provision of a PS4
• Undertake detailed topographic survey of existing site to inform design levels
• Civil engineering design of landform, pavement, and three-waters services","[{""description"":""Project Admin"",""cost"":900,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":5,""rate"":180,""cost"":900}]}]","900","1035","","2025-08-07","","[]","689426ea29355fadfd43ea69","2025-08-07T04:09:14.247000","2025-08-07T04:12:19.198000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584b","New subdivision","1.0","signed","","client_signed","• Provide civil construction monitoring service to allow provision of a PS4
• Undertake detailed topographic survey of existing site to inform design levels
• Civil engineering design of landform, pavement, and three-waters services
• Undertake detailed topographic survey of existing site to inform design levels and site constraints.
• Provide civil construction monitoring service to allow provision of a PS4 at the completion of works. This item is provisional, depending on Building Consent conditions.","[{""description"":""Admin"",""cost"":1100,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""senior"",""hours"":5,""rate"":220,""cost"":1100}]}]","1100","1265","","2025-08-07","","[]","689500b2229dc69fe34e8fd0","2025-08-07T19:38:26.265000","2025-08-07T19:40:16.803000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689bb6f592bdb923b4d09a8b","19 Totara Street","1.0","signed","","client_signed","• Civil engineering design of landform, pavement, and three-waters services
• Undertake detailed topographic survey of existing site to inform design levels
• Provide civil construction monitoring service to allow provision of a PS4","[{""description"":""Project Administration"",""cost"":450,""time_estimate"":""1 week"",""staff_breakdown"":[],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","450","517.5","","2025-08-12","","[]","689bb736930deca9fa40aa71","2025-08-12T21:50:46.398000","2025-08-12T22:55:57.982000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584b","13 Dream Street - Soakage Design","1.0","signed","","fully_executed","• Provide a 2-person field crew for 1 day (up to 8 hours) to capture breaklines, hard features, visible services, buildings, and tree locations; process and QA (6 hours) to deliver a georeferenced DWG/DXF, CSV point file, TIN/DTM with 0.20 m contours, spot levels at ~10 m grid, survey control report, and a plotted PDF at 1:500.

• Undertake title/cadastral research (2–3 hours), re-establish boundaries and set 4 boundary marks/pegs plus two reference marks, and prepare a legal/cadastral plan at 1:1000 with survey report; issue CAD dataset and pegging diagram with coordinates to 3 decimal places and photos of set marks.

• Prepare one serviced concept layout (earthworks strategy, access geometry, typical cross-sections, preliminary three-waters routes) with a 1:1000 plan, 2–3 typical details, and an outline cost estimate (±30–40%) tabulated by discipline; hold one 60-min review and issue a 4–6 page concept memo. 16 hours time allocation. 


• Prepare an ESC plan in 8–12 hours including device sizing calcs, staging diagrams (up to 3 stages), stabilized access detail, and inspection/maintenance checklist; provide a 1:1000 ESC plan sheet, a 3–5 page ESC methodology, and a weekly inspection template (fillable PDF).","[{""description"":""Admin"",""cost"":1540,""time_estimate"":""9 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":5,""rate"":180,""cost"":900},{""role"":""graduate"",""hours"":4,""rate"":160,""cost"":640}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","1540","1771","","2025-08-14","","[]","689d47f6c4af29b4b76de15c","2025-08-14T02:20:38.270000","2025-08-14T02:57:01.876000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584c","14 Latest Project Ave","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.
• Complete 6–10 hours of research (titles, easements, services records, planning maps/hazards, aerials) and a 1-hour site walkover with geo-tagged photos; deliver a 3–5 page risk/opportunity memo, a constraints/opportunities plan at 1:1000, and a data-gap list with next actions.
• Provide a 2-person field crew for 1 day (up to 8 hours) to capture breaklines, hard features, visible services, buildings, and tree locations; process and QA (6 hours) to deliver a georeferenced DWG/DXF, CSV point file, TIN/DTM with 0.20 m contours, spot levels at ~10 m grid, survey control report, and a plotted PDF at 1:500.","[{""description"":""Admin"",""cost"":720,""time_estimate"":""4 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":4,""rate"":180,""cost"":720}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","720","828","","2025-08-14T03:11:41.164Z","","[]","689d53caef58901640ce1ad3","2025-08-14T03:11:06.421000","2025-08-14T03:12:11.936000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"6893f4a1a2254a1acb4ec5e9","76 Lean St","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.
• Complete 6–10 hours of research (titles, easements, services records, planning maps/hazards, aerials) and a 1-hour site walkover with geo-tagged photos; deliver a 3–5 page risk/opportunity memo, a constraints/opportunities plan at 1:1000, and a data-gap list with next actions.","[{""description"":"""",""cost"":720,""time_estimate"":""4 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":4,""rate"":180,""cost"":720}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","720","828","","2025-08-14T03:18:41.227Z","","[]","689d553ada88a4483e4a1243","2025-08-14T03:17:14.656000","2025-08-14T03:19:16.380000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584d","63 Blue Road","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.
• Complete 6–10 hours of research (titles, easements, services records, planning maps/hazards, aerials) and a 1-hour site walkover with geo-tagged photos; deliver a 3–5 page risk/opportunity memo, a constraints/opportunities plan at 1:1000, and a data-gap list with next actions.
• Provide a 2-person field crew for 1 day (up to 8 hours) to capture breaklines, hard features, visible services, buildings, and tree locations; process and QA (6 hours) to deliver a georeferenced DWG/DXF, CSV point file, TIN/DTM with 0.20 m contours, spot levels at ~10 m grid, survey control report, and a plotted PDF at 1:500.","[{""description"":"""",""cost"":720,""time_estimate"":""4 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":4,""rate"":180,""cost"":720}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","720","828","","2025-08-14","","[]","689d56c5ef58901640ce3072","2025-08-14T03:23:49.634000","2025-08-14T03:26:44.120000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584d","33 Random Road","1.0","draft","","pending","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.
• Complete 6–10 hours of research (titles, easements, services records, planning maps/hazards, aerials) and a 1-hour site walkover with geo-tagged photos; deliver a 3–5 page risk/opportunity memo, a constraints/opportunities plan at 1:1000, and a data-gap list with next actions.","[{""description"":"""",""cost"":720,""time_estimate"":""4 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":4,""rate"":180,""cost"":720}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","720","828","","","","[]","689d5adc1060ef7dbb207a43","2025-08-14T03:41:16.507000","2025-08-14T03:41:16.507000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584c","67 Work Road","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.","[{""description"":"""",""cost"":1080,""time_estimate"":""6 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":6,""rate"":180,""cost"":1080}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","1080","1242","","2025-08-14","","[]","689d5c32170f805235504681","2025-08-14T03:46:58.905000","2025-08-14T03:50:10.937000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"6893ff7a227e5cbfb4f616f0","Greatest Project 2","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.","[{""description"":"""",""cost"":900,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":5,""rate"":180,""cost"":900}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","900","1035","","2025-08-14","","[]","689d5eae170f805235505425","2025-08-14T03:57:34.764000","2025-08-14T04:01:07.293000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584d","Latest Project","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.","[{""description"":"""",""cost"":900,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":5,""rate"":180,""cost"":900}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","900","1035","","2025-08-14","","[]","689d61c4ca5a49a5b497b1a0","2025-08-14T04:10:44.340000","2025-08-14T04:11:17.326000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584d","Newish project","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.","[{""description"":"""",""cost"":900,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":5,""rate"":180,""cost"":900}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","900","1035","","2025-08-14","","[]","689d6296ca5a49a5b497ba38","2025-08-14T04:14:14.904000","2025-08-14T04:20:09.202000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584c","13 Dream Street - Soakage Design","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.

• Complete 6–10 hours of research (titles, easements, services records, planning maps/hazards, aerials) and a 1-hour site walkover with geo-tagged photos; deliver a 3–5 page risk/opportunity memo, a constraints/opportunities plan at 1:1000, and a data-gap list with next actions.


• Provide a 2-person field crew for 1 day (up to 8 hours) to capture breaklines, hard features, visible services, buildings, and tree locations; process and QA (6 hours) to deliver a georeferenced DWG/DXF, CSV point file, TIN/DTM with 0.20 m contours, spot levels at ~10 m grid, survey control report, and a plotted PDF at 1:500.","[{""description"":""Admin"",""cost"":900,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":5,""rate"":180,""cost"":900}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","900","1035","","2025-08-14","","[]","689d65b5e28931dd5fce259e","2025-08-14T04:27:33.032000","2025-08-14T04:31:03.272000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584c","Martys Place","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.
• Complete 6–10 hours of research (titles, easements, services records, planning maps/hazards, aerials) and a 1-hour site walkover with geo-tagged photos; deliver a 3–5 page risk/opportunity memo, a constraints/opportunities plan at 1:1000, and a data-gap list with next actions.
• Provide a 2-person field crew for 1 day (up to 8 hours) to capture breaklines, hard features, visible services, buildings, and tree locations; process and QA (6 hours) to deliver a georeferenced DWG/DXF, CSV point file, TIN/DTM with 0.20 m contours, spot levels at ~10 m grid, survey control report, and a plotted PDF at 1:500.","[{""description"":"""",""cost"":900,""time_estimate"":""5 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":5,""rate"":180,""cost"":900}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","900","1035","","2025-08-15","","[]","689e768bc7d325be4d49314e","2025-08-14T23:51:39.714000","2025-08-15T01:49:34.404000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
"689115a406fec7e46125584c","13 Dream Street - Soakage Design","1.0","signed","","fully_executed","• Run a structured 2-hour kickoff (onsite or virtual) and two 30-min follow-ups to confirm objectives, constraints, success criteria, and programme; produce an agreed 1-page brief, a stakeholder/contact register, a scope matrix, and a high-level Gantt (5–8 key milestones) issued as a single PDF pack within 2 working days.","[{""description"":"""",""cost"":1080,""time_estimate"":""6 hours"",""staff_breakdown"":[{""role"":""intermediate"",""hours"":0,""rate"":0,""cost"":0},{""role"":""intermediate"",""hours"":6,""rate"":180,""cost"":1080}],""linked_task_templates"":[""6893b8b55b78f332a98ce25a""]}]","1080","1242","","2025-08-15","","[]","689e8df486d4e86f4b061173","2025-08-15T01:31:32.897000","2025-08-15T01:54:10.951000","689114bd8ff9b1e25eb9ba79","mitchell@lysaght.net.nz",""
